"","Item_Identifier","Outlet_Identifier","Iten_Outlet_Sales"
"2869","FDI46","OUT013",3691.1952
"2870","FDG16","OUT027",2200.13693860305
"2871","FDV32","OUT013",1185.95625
"2872","FDF44","OUT010",2200.13693860305
"2873","FDK04","OUT018",2200.13693860305
"2874","NCA41","OUT013",3309.55864
"2875","FDD51","OUT017",430.1068
"2876","NCZ53","OUT045",3580.0066
"2877","FDP01","OUT027",2200.13693860305
"2878","FDY25","OUT049",4346.3424
"2879","FDB17","OUT018",2200.13693860305
"2880","NCV54","OUT018",2200.13693860305
"2881","FDJ32","OUT017",428.7752
"2882","FDA37","OUT049",2054.3259
"2883","FDG35","OUT035",2954.1546
"2884","NCM05","OUT018",2200.13693860305
"2885","FDG45","OUT046",5309.755
"2886","FDH28","OUT013",485.76768
"2887","NCE18","OUT049",4494.15
"2888","FDH38","OUT045",2431.5016
"2889","FDR56","OUT013",3054.6904
"2890","FDH17","OUT027",2200.13693860305
"2891","FDD39","OUT049",3732.64125
"2892","FDB41","OUT049",913.921466666667
"2893","NCR53","OUT046",3375.606
"2894","FDX46","OUT017",876.99176
"2895","FDV28","OUT049",492.3591
"2896","FDA08","OUT018",2200.13693860305
"2897","FDH45","OUT017",670.7935
"2898","NCS38","OUT010",2200.13693860305
"2899","FDD40","OUT010",2200.13693860305
"2900","DRM59","OUT035",2806.84635
"2901","NCJ43","OUT018",2200.13693860305
"2902","NCN29","OUT013",421.229466666667
"2903","NCC19","OUT045",3861.64
"2904","FDR56","OUT035",3054.6904
"2905","FDZ43","OUT049",4523.88906666667
"2906","FDJ32","OUT010",2200.13693860305
"2907","DRH03","OUT017",838.908
"2908","NCZ54","OUT035",4711.2008
"2909","FDE26","OUT017",2383.8969
"2910","FDS03","OUT045",1582.2737
"2911","DRZ24","OUT019",2200.13693860305
"2912","FDO48","OUT027",2200.13693860305
"2913","FDW39","OUT049",2528.93033333333
"2914","NCK05","OUT049",995.371
"2915","NCK30","OUT017",3889.6036
"2916","FDT27","OUT018",2200.13693860305
"2917","FDS08","OUT019",2200.13693860305
"2918","NCJ19","OUT049",1288.323
"2919","FDC58","OUT045",498.0184
"2920","DRE37","OUT013",2016.93013333333
"2921","FDW02","OUT035",2920.64266666667
"2922","FDJ02","OUT010",294.2836
"2923","FDX09","OUT045",4352.11266666667
"2924","FDT31","OUT010",2200.13693860305
"2925","FDI24","OUT049",3587.55233333333
"2926","FDY09","OUT045",1751.054
"2927","FDV28","OUT045",492.3591
"2928","DRM47","OUT049",3503.21766666667
"2929","FDT52","OUT019",2200.13693860305
"2930","FDI48","OUT018",2200.13693860305
"2931","FDY55","OUT017",6322.17048
"2932","FDU48","OUT013",922.7988
"2933","FDN25","OUT045",438.984133333333
"2934","FDP20","OUT049",969.848666666667
"2935","FDJ15","OUT013",4134.618
"2936","FDD04","OUT018",2200.13693860305
"2937","FDY58","OUT045",5595.0503
"2938","FDR37","OUT018",2200.13693860305
"2939","FDF44","OUT013",3088.42426666667
"2940","FDD32","OUT045",1299.6416
"2941","FDR57","OUT017",2121.2388
"2942","DRG39","OUT027",2200.13693860305
"2943","FDX15","OUT017",2727.7826
"2944","DRN37","OUT045",2297.84225
"2945","FDW40","OUT027",2200.13693860305
"2946","FDB32","OUT049",2065.3116
"2947","FDM40","OUT018",2200.13693860305
"2948","FDE39","OUT027",2200.13693860305
"2949","DRH49","OUT017",908.1512
"2950","FDT46","OUT049",742.145066666667
"2951","NCF06","OUT035",3237.4525
"2952","FDP07","OUT017",1964.11
"2953","FDC04","OUT013",2658.5394
"2954","FDZ32","OUT017",1262.3568
"2955","FDD50","OUT045",3280.79608
"2956","FDU56","OUT017",1844.266
"2957","FDV34","OUT017",1182.4608
"2958","NCY41","OUT013",733.44528
"2959","NCK18","OUT046",3054.6904
"2960","DRH25","OUT049",778.986
"2961","FDT57","OUT046",3318.3472
"2962","FDV56","OUT018",2200.13693860305
"2963","FDV12","OUT045",2200.69093333333
"2964","FDN52","OUT017",2200.13693860305
"2965","FDX38","OUT035",623.1888
"2966","FDE47","OUT018",2200.13693860305
"2967","NCO07","OUT013",2876.256
"2968","FDV09","OUT027",2200.13693860305
"2969","FDZ23","OUT019",745.696
"2970","DRH51","OUT018",2200.13693860305
"2971","NCY54","OUT045",2759.0752
"2972","DRG49","OUT013",6230.8893
"2973","NCC19","OUT049",3861.64
"2974","NCV53","OUT045",6311.784
"2975","FDZ47","OUT019",2200.13693860305
"2976","NCO26","OUT018",2200.13693860305
"2977","NCP02","OUT045",592.562
"2978","NCW30","OUT018",2200.13693860305
"2979","NCN55","OUT046",4266.27995
"2980","FDB20","OUT010",2200.13693860305
"2981","DRL11","OUT013",2735.1064
"2982","DRD60","OUT045",3408.06375
"2983","FDW14","OUT010",2200.13693860305
"2984","FDL27","OUT010",2200.13693860305
"2985","FDU09","OUT018",2200.13693860305
"2986","DRH36","OUT027",2200.13693860305
"2987","FDP34","OUT027",2200.13693860305
"2988","FDE04","OUT017",2831.3145
"2989","FDZ57","OUT027",2200.13693860305
"2990","FDF02","OUT010",2200.13693860305
"2991","FDG28","OUT045",2572.6512
"2992","NCI31","OUT046",744.586333333333
"2993","FDT43","OUT013",758.21304
"2994","FDU20","OUT046",2265.58424
"2995","FDD53","OUT013",713.0718
"2996","FDW15","OUT045",2598.2845
"2997","NCT53","OUT045",2302.3364
"2998","NCG55","OUT027",2200.13693860305
"2999","FDD48","OUT035",2748.4224
"3000","FDG47","OUT049",4721.8536
"3001","FDI21","OUT017",1054.6272
"3002","FDT27","OUT017",3749.7856
"3003","DRO35","OUT013",2606.607
"3004","FDD33","OUT017",3950.1914
"3005","FDC04","OUT035",2658.5394
"3006","FDY34","OUT013",2403.8709
"3007","DRJ49","OUT049",2034.3519
"3008","FDE05","OUT049",2041.3428
"3009","FDU31","OUT017",2984.4485
"3010","NCN19","OUT027",2200.13693860305
"3011","FDK56","OUT027",2200.13693860305
"3012","FDK58","OUT017",2145.47392
"3013","NCJ42","OUT035",2153.1972
"3014","FDZ34","OUT027",2200.13693860305
"3015","FDA52","OUT018",2200.13693860305
"3016","NCR29","OUT013",679.116
"3017","FDT48","OUT035",3224.1365
"3018","DRJ51","OUT019",2200.13693860305
"3019","NCS54","OUT046",3793.3955
"3020","FDV01","OUT035",2999.20706666667
"3021","DRG51","OUT027",2200.13693860305
"3022","NCG42","OUT013",1979.92275
"3023","FDA51","OUT049",1480.0734
"3024","FDV19","OUT010",160.4578
"3025","NCT18","OUT045",3984.1472
"3026","NCS41","OUT045",2388.8904
"3027","FDO03","OUT046",4580.704
"3028","FDL12","OUT010",299.61
"3029","FDY37","OUT010",2200.13693860305
"3030","FDI58","OUT049",1468.089
"3031","FDT28","OUT018",2200.13693860305
"3032","NCC42","OUT010",2200.13693860305
"3033","FDO01","OUT017",1970.32413333333
"3034","FDJ02","OUT013",1765.7016
"3035","FDQ04","OUT018",2200.13693860305
"3036","DRL47","OUT013",1447.1163
"3037","FDZ32","OUT035",1262.3568
"3038","FDC35","OUT035",2553.78686666667
"3039","FDX14","OUT045",1153.60946666667
"3040","FDZ35","OUT013",2249.7382
"3041","FDL14","OUT013",2440.8228
"3042","FDO04","OUT049",967.0745
"3043","DRK11","OUT017",2050.664
"3044","FDB44","OUT018",2200.13693860305
"3045","FDZ50","OUT049",4961.5416
"3046","FDI12","OUT027",2200.13693860305
"3047","FDU43","OUT017",3575.346
"3048","FDD58","OUT010",399.48
"3049","FDB27","OUT017",3448.844
"3050","FDB04","OUT018",2200.13693860305
"3051","NCO17","OUT013",2247.075
"3052","FDL12","OUT017",1238.388
"3053","DRJ13","OUT049",2808.0115
"3054","FDD57","OUT045",1256.76408
"3055","FDW19","OUT035",1565.46225
"3056","DRD27","OUT018",2200.13693860305
"3057","FDH27","OUT027",2200.13693860305
"3058","NCW30","OUT027",2200.13693860305
"3059","FDR40","OUT018",2200.13693860305
"3060","FDG05","OUT013",2086.17333333333
"3061","NCY41","OUT019",143.8128
"3062","FDI38","OUT018",2200.13693860305
"3063","FDR20","OUT046",916.8066
"3064","FDE09","OUT017",1215.7508
"3065","FDN50","OUT019",2200.13693860305
"3066","DRF27","OUT045",3001.4264
"3067","DRF51","OUT013",834.9132
"3068","NCO02","OUT019",2200.13693860305
"3069","FDB51","OUT027",2200.13693860305
"3070","FDJ50","OUT013",981.833066666667
"3071","FDN52","OUT013",2200.13693860305
"3072","FDX14","OUT013",1153.60946666667
"3073","FDT27","OUT019",2200.13693860305
"3074","FDV10","OUT013",852.224
"3075","FDU33","OUT046",1125.5349
"3076","FDU58","OUT046",2806.347
"3077","NCP42","OUT027",2200.13693860305
"3078","FDL51","OUT027",2200.13693860305
"3079","DRH15","OUT027",2200.13693860305
"3080","FDU16","OUT017",1342.2528
"3081","FDW15","OUT017",2598.2845
"3082","FDQ44","OUT045",2574.9815
"3083","NCI06","OUT027",2200.13693860305
"3084","DRK23","OUT019",2200.13693860305
"3085","FDC28","OUT035",1483.18046666667
"3086","NCY17","OUT019",2200.13693860305
"3087","NCV05","OUT018",2200.13693860305
"3088","FDM34","OUT019",524.6504
"3089","DRD60","OUT027",2200.13693860305
"3090","FDT38","OUT046",1733.4103
"3091","FDQ57","OUT018",2200.13693860305
"3092","FDE59","OUT027",2200.13693860305
"3093","NCM43","OUT046",2229.32033333333
"3094","DRI51","OUT049",3034.7164
"3095","NCG30","OUT017",1992.0736
"3096","NCK54","OUT035",1951.62625
"3097","FDQ16","OUT019",2200.13693860305
"3098","FDI36","OUT013",593.2278
"3099","FDX16","OUT027",2200.13693860305
"3100","FDA34","OUT046",3808.376
"3101","FDJ48","OUT018",2200.13693860305
"3102","FDU47","OUT035",2388.2246
"3103","FDS39","OUT046",2350.9398
"3104","FDD11","OUT046",2846.295
"3105","FDM16","OUT027",2200.13693860305
"3106","FDU56","OUT018",2200.13693860305
"3107","FDQ32","OUT017",3013.4108
"3108","DRK35","OUT013",781.78236
"3109","FDA58","OUT049",2199.8032
"3110","DRG48","OUT019",2200.13693860305
"3111","FDT59","OUT010",2200.13693860305
"3112","FDQ31","OUT019",175.7712
"3113","FDS51","OUT018",2200.13693860305
"3114","FDW32","OUT027",2200.13693860305
"3115","FDI15","OUT027",2200.13693860305
"3116","NCV30","OUT017",1075.267
"3117","DRG25","OUT049",4567.388
"3118","FDT02","OUT013",482.261133333333
"3119","FDO33","OUT027",2200.13693860305
"3120","FDP38","OUT035",506.008
"3121","FDZ45","OUT035",3372.9428
"3122","NCA54","OUT027",2200.13693860305
"3123","FDU33","OUT017",1125.5349
"3124","FDN58","OUT017",5155.2894
"3125","FDI05","OUT045",1529.78646666667
"3126","FDM57","OUT019",2200.13693860305
"3127","NCS42","OUT027",2200.13693860305
"3128","FDB57","OUT045",3335.658
"3129","FDC03","OUT045",3218.8101
"3130","FDZ58","OUT013",2143.876
"3131","NCK29","OUT045",2241.7486
"3132","NCR53","OUT045",3375.606
"3133","FDE26","OUT027",2200.13693860305
"3134","FDU52","OUT049",2503.408
"3135","FDE41","OUT027",2200.13693860305
"3136","FDU38","OUT018",2200.13693860305
"3137","FDA52","OUT017",2470.118
"3138","FDW46","OUT046",1207.0954
"3139","DRI59","OUT035",4697.8848
"3140","FDT38","OUT035",1733.4103
"3141","FDL33","OUT018",2200.13693860305
"3142","FDQ01","OUT027",2200.13693860305
"3143","FDJ08","OUT046",3439.5228
"3144","FDQ47","OUT049",764.560333333333
"3145","NCZ18","OUT013",5022.66204
"3146","FDE29","OUT017",908.817
"3147","FDF10","OUT027",2200.13693860305
"3148","FDC48","OUT049",1733.7432
"3149","FDY58","OUT013",5595.0503
"3150","NCX30","OUT010",495.3552
"3151","FDV11","OUT013",1984.52786666667
"3152","FDT46","OUT046",742.145066666667
"3153","DRD01","OUT019",2200.13693860305
"3154","FDQ11","OUT013",3726.4826
"3155","NCM41","OUT017",1118.544
"3156","NCC55","OUT013",782.9808
"3157","FDG45","OUT027",2200.13693860305
"3158","NCQ54","OUT049",4126.9613
"3159","FDM34","OUT045",1967.439
"3160","FDD17","OUT019",237.6906
"3161","FDN38","OUT027",2200.13693860305
"3162","FDB53","OUT018",2200.13693860305
"3163","NCL06","OUT035",4055.7207
"3164","NCV18","OUT019",2200.13693860305
"3165","FDX25","OUT013",3101.2964
"3166","FDB39","OUT046",810.9444
"3167","FDC33","OUT049",2808.3444
"3168","NCO14","OUT018",2200.13693860305
"3169","FDA58","OUT027",2200.13693860305
"3170","NCQ02","OUT017",3379.6008
"3171","NCR53","OUT017",3375.606
"3172","FDN52","OUT046",2200.13693860305
"3173","FDG26","OUT046",3947.5282
"3174","FDE23","OUT027",2200.13693860305
"3175","DRI37","OUT013",585.904
"3176","DRH37","OUT018",2200.13693860305
"3177","FDO01","OUT035",1970.32413333333
"3178","FDK45","OUT049",1810.976
"3179","FDP23","OUT049",2975.4602
"3180","FDM33","OUT035",4995.27546666667
"3181","FDD36","OUT017",1896.1984
"3182","FDL56","OUT017",1599.02966666667
"3183","FDT27","OUT010",2200.13693860305
"3184","FDG52","OUT017",627.8494
"3185","NCL42","OUT035",5962.01706666667
"3186","DRJ24","OUT046",2924.45992
"3187","FDV38","OUT046",644.22808
"3188","FDT35","OUT045",1845.5976
"3189","FDY51","OUT045",3085.3172
"3190","FDC37","OUT017",2679.845
"3191","NCP43","OUT013",2696.49
"3192","FDO33","OUT045",2200.13693860305
"3193","FDW04","OUT018",2200.13693860305
"3194","NCC31","OUT046",2181.1608
"3195","FDK22","OUT049",3137.5825
"3196","FDJ50","OUT017",981.833066666667
"3197","FDV13","OUT017",1010.6844
"3198","DRL60","OUT017",2134.5548
"3199","FDW03","OUT017",2064.47935
"3200","FDY27","OUT035",2141.2128
"3201","FDB39","OUT027",2200.13693860305
"3202","FDU59","OUT045",2490.97973333333
"3203","FDZ57","OUT049",995.87035
"3204","FDO21","OUT049",2700.4848
"3205","FDS43","OUT018",2200.13693860305
"3206","FDU28","OUT010",376.8428
"3207","FDC51","OUT010",2200.13693860305
"3208","FDW16","OUT010",2200.13693860305
"3209","FDP32","OUT010",2200.13693860305
"3210","FDB60","OUT019",194.4136
"3211","NCQ30","OUT046",1137.1864
"3212","FDD26","OUT049",3084.87333333333
"3213","FDI44","OUT045",1493.16746666667
"3214","DRH23","OUT046",967.0745
"3215","FDO44","OUT046",1805.20573333333
"3216","FDG04","OUT046",3367.6164
"3217","FDM32","OUT027",2200.13693860305
"3218","FDM09","OUT013",1952.4585
"3219","FDZ47","OUT013",1488.063
"3220","FDM40","OUT027",2200.13693860305
"3221","FDY48","OUT017",1614.8979
"3222","NCM30","OUT045",629.5139
"3223","FDX36","OUT010",450.0808
"3224","DRF03","OUT017",536.10216
"3225","FDN51","OUT049",4958.8784
"3226","FDM57","OUT049",1153.4985
"3227","FDB35","OUT049",1630.8771
"3228","FDY13","OUT027",2200.13693860305
"3229","FDA37","OUT017",2054.3259
"3230","NCX53","OUT017",3545.385
"3231","FDD59","OUT018",2200.13693860305
"3232","FDX10","OUT019",2200.13693860305
"3233","FDC03","OUT018",2200.13693860305
"3234","FDW43","OUT035",3700.1835
"3235","FDW10","OUT046",5469.547
"3236","FDY14","OUT027",2200.13693860305
"3237","FDV43","OUT045",602.2161
"3238","FDO40","OUT013",2336.51413333333
"3239","FDP46","OUT027",2200.13693860305
"3240","NCE43","OUT019",170.4448
"3241","FDD05","OUT035",2458.39992
"3242","FDJ60","OUT010",2200.13693860305
"3243","DRE27","OUT018",2200.13693860305
"3244","FDO11","OUT035",6847.753
"3245","DRG11","OUT027",2200.13693860305
"3246","FDK33","OUT010",213.056
"3247","DRM23","OUT045",2759.0752
"3248","FDJ02","OUT027",2200.13693860305
"3249","NCZ05","OUT045",980.3905
"3250","NCL30","OUT013",1704.448
"3251","FDZ19","OUT018",2200.13693860305
"3252","FDM45","OUT049",2084.22032
"3253","FDO36","OUT046",3235.788
"3254","NCK31","OUT045",666.4658
"3255","DRJ37","OUT045",2732.4432
"3256","FDP24","OUT018",2200.13693860305
"3257","FDF46","OUT013",1190.22846666667
"3258","FDX46","OUT019",2200.13693860305
"3259","NCL18","OUT045",2449.61136
"3260","FDJ26","OUT013",2350.9398
"3261","FDJ07","OUT045",1747.725
"3262","FDY15","OUT013",1955.7875
"3263","DRG01","OUT045",1071.938
"3264","FDF58","OUT045",1644.526
"3265","FDZ14","OUT019",2200.13693860305
"3266","FDP31","OUT049",788.3072
"3267","FDH45","OUT013",670.7935
"3268","FDA09","OUT010",2200.13693860305
"3269","FDW31","OUT035",2057.10006666667
"3270","FDA57","OUT046",838.908
"3271","NCE55","OUT035",2117.244
"3272","FDC17","OUT019",2200.13693860305
"3273","FDC59","OUT013",1278.336
"3274","FDA22","OUT013",3676.5476
"3275","FDK52","OUT035",4288.4178
"3276","NCM26","OUT046",2909.546
"3277","NCT53","OUT035",2302.3364
"3278","FDW45","OUT018",2200.13693860305
"3279","NCI18","OUT035",1738.90315
"3280","FDE38","OUT018",2200.13693860305
"3281","FDF08","OUT019",175.7712
"3282","FDY58","OUT010",2200.13693860305
"3283","FDF58","OUT019",63.251
"3284","FDX39","OUT017",4432.2306
"3285","FDB44","OUT049",2690.99715
"3286","FDF28","OUT013",1556.3075
"3287","FDE39","OUT013",2741.0986
"3288","FDT37","OUT018",2200.13693860305
"3289","FDZ45","OUT017",3372.9428
"3290","FDO40","OUT035",2336.51413333333
"3291","FDM57","OUT027",2200.13693860305
"3292","DRG36","OUT017",3422.212
"3293","FDY36","OUT010",146.476
"3294","DRL60","OUT027",2200.13693860305
"3295","FDS25","OUT019",2200.13693860305
"3296","DRF49","OUT027",2200.13693860305
"3297","FDP16","OUT045",5323.071
"3298","FDS60","OUT049",2396.88
"3299","FDU15","OUT027",2200.13693860305
"3300","FDK43","OUT046",2466.789
"3301","FDN25","OUT046",438.984133333333
"3302","FDE53","OUT049",887.733333333333
"3303","FDB22","OUT013",2665.8632
"3304","FDE39","OUT017",2741.0986
"3305","FDX35","OUT035",3927.8871
"3306","NCG54","OUT049",4021.0991
"3307","FDH27","OUT035",2099.66688
"3308","NCK42","OUT013",2948.1624
"3309","FDS25","OUT049",2505.18346666667
"3310","FDI10","OUT018",2200.13693860305
"3311","FDU35","OUT035",1947.465
"3312","FDI04","OUT017",3509.93115
"3313","DRK23","OUT035",6493.76933333333
"3314","FDB53","OUT019",2200.13693860305
"3315","FDY02","OUT049",3331.21933333333
"3316","FDM60","OUT035",700.58805
"3317","NCJ31","OUT010",2200.13693860305
"3318","DRP35","OUT017",2556.672
"3319","NCQ30","OUT018",2200.13693860305
"3320","DRL11","OUT010",2200.13693860305
"3321","FDU01","OUT013",3701.848
"3322","FDR39","OUT035",3709.39373333333
"3323","FDO08","OUT046",1973.4312
"3324","FDC02","OUT045",5293.33193333333
"3325","NCZ29","OUT035",2055.3246
"3326","FDF29","OUT010",2200.13693860305
"3327","FDZ23","OUT017",3075.996
"3328","NCU53","OUT018",2200.13693860305
"3329","NCW30","OUT013",3625.9468
"3330","NCM26","OUT027",2200.13693860305
"3331","FDV50","OUT027",2200.13693860305
"3332","FDW15","OUT049",2598.2845
"3333","FDI35","OUT027",2200.13693860305
"3334","FDO11","OUT017",6847.753
"3335","FDN48","OUT046",1837.608
"3336","NCA17","OUT049",2348.9424
"3337","NCN54","OUT013",868.869
"3338","FDP22","OUT013",704.91575
"3339","NCB54","OUT035",1534.0032
"3340","FDD08","OUT045",721.0614
"3341","DRM48","OUT010",2200.13693860305
"3342","FDG41","OUT027",2200.13693860305
"3343","FDE44","OUT027",2200.13693860305
"3344","FDE26","OUT035",2383.8969
"3345","NCS38","OUT013",1202.4348
"3346","NCJ54","OUT018",2200.13693860305
"3347","FDI40","OUT019",2200.13693860305
"3348","FDN45","OUT018",2200.13693860305
"3349","FDU43","OUT046",3575.346
"3350","FDI04","OUT010",790.9704
"3351","NCC07","OUT018",2200.13693860305
"3352","NCC07","OUT019",2200.13693860305
"3353","NCD18","OUT045",3570.6854
"3354","FDU55","OUT035",5987.5394
"3355","FDX59","OUT035",554.6114
"3356","FDR52","OUT049",2436.32865
"3357","NCP17","OUT013",1182.4608
"3358","FDQ32","OUT045",3013.4108
"3359","NCT17","OUT049",3061.84775
"3360","FDO10","OUT049",1053.56192
"3361","FDE32","OUT049",512.3331
"3362","FDN44","OUT045",2769.728
"3363","FDH02","OUT035",664.024533333333
"3364","FDK60","OUT013",1620.11333333333
"3365","FDS24","OUT019",2200.13693860305
"3366","FDL03","OUT010",2200.13693860305
"3367","FDB46","OUT027",2200.13693860305
"3368","FDO48","OUT049",3315.684
"3369","FDZ39","OUT049",1522.18525
"3370","FDT02","OUT027",2200.13693860305
"3371","FDC50","OUT013",1856.5833
"3372","FDP39","OUT035",830.9184
"3373","DRG15","OUT018",2200.13693860305
"3374","FDP10","OUT018",2200.13693860305
"3375","FDF53","OUT027",2200.13693860305
"3376","FDN34","OUT045",3593.6555
"3377","FDK02","OUT045",1677.816
"3378","FDC23","OUT045",2200.13693860305
"3379","FDJ10","OUT019",2200.13693860305
"3380","FDE53","OUT035",887.733333333333
"3381","FDR25","OUT035",3886.49653333333
"3382","FDW50","OUT046",1838.2738
"3383","FDS09","OUT049",910.8144
"3384","FDW49","OUT010",895.501
"3385","FDU51","OUT046",3542.056
"3386","FDF28","OUT018",2200.13693860305
"3387","NCY30","OUT018",2200.13693860305
"3388","FDD44","OUT045",5926.2858
"3389","FDX09","OUT017",4352.11266666667
"3390","NCF30","OUT013",2265.0516
"3391","FDZ50","OUT019",2200.13693860305
"3392","FDW37","OUT013",1358.232
"3393","FDD11","OUT049",2846.295
"3394","DRH39","OUT018",2200.13693860305
"3395","FDA36","OUT049",2128.5626
"3396","NCG43","OUT049",1264.79806666667
"3397","FDF02","OUT035",1547.985
"3398","FDP57","OUT027",2200.13693860305
"3399","NCE42","OUT017",2960.1468
"3400","NCR38","OUT027",2200.13693860305
"3401","FDP03","OUT019",495.3552
"3402","FDO51","OUT035",809.6128
"3403","NCQ42","OUT046",1949.90626666667
"3404","NCM41","OUT046",1118.544
"3405","FDH48","OUT027",2200.13693860305
"3406","DRF60","OUT046",4449.31946666667
"3407","FDJ27","OUT035",1629.8784
"3408","FDQ14","OUT013",2172.1725
"3409","FDN27","OUT017",1171.808
"3410","NCQ02","OUT046",3379.6008
"3411","FDJ33","OUT049",2217.114
"3412","FDP07","OUT027",2200.13693860305
"3413","DRE01","OUT049",5331.7264
"3414","FDU36","OUT045",1675.1528
"3415","FDL28","OUT017",1958.1178
"3416","NCX53","OUT046",3545.385
"3417","FDZ39","OUT013",1522.18525
"3418","NCP42","OUT013",3616.6256
"3419","FDJ14","OUT035",1091.912
"3420","FDK04","OUT049",782.536933333333
"3421","NCC19","OUT017",3861.64
"3422","FDS09","OUT018",2200.13693860305
"3423","FDZ02","OUT046",587.2356
"3424","FDD35","OUT018",2200.13693860305
"3425","NCY42","OUT017",2612.43275
"3426","FDB05","OUT045",3467.4864
"3427","FDF20","OUT035",3251.7672
"3428","NCO41","OUT018",2200.13693860305
"3429","FDC40","OUT027",2200.13693860305
"3430","FDV58","OUT045",2479.4392
"3431","FDZ57","OUT045",995.87035
"3432","DRM35","OUT046",3509.20986666667
"3433","DRN36","OUT018",2200.13693860305
"3434","FDQ13","OUT046",1300.3074
"3435","DRO35","OUT010",2200.13693860305
"3436","NCD43","OUT035",788.973
"3437","FDA51","OUT018",2200.13693860305
"3438","NCX17","OUT027",2200.13693860305
"3439","NCZ17","OUT049",974.0654
"3440","FDR11","OUT027",2200.13693860305
"3441","FDW34","OUT049",3645.255
"3442","FDN50","OUT017",466.06
"3443","FDS09","OUT046",910.8144
"3444","FDS48","OUT018",2200.13693860305
"3445","FDL44","OUT049",3235.788
"3446","DRF48","OUT018",2200.13693860305
"3447","FDA14","OUT018",2200.13693860305
"3448","NCD30","OUT049",1565.9616
"3449","FDI16","OUT017",1118.544
"3450","NCG06","OUT035",3349.6398
"3451","DRZ24","OUT035",2666.529
"3452","NCS17","OUT045",1292.09586666667
"3453","FDB37","OUT045",5287.7836
"3454","FDE10","OUT035",1792.55553333333
"3455","FDC57","OUT045",2703.148
"3456","FDM12","OUT018",2200.13693860305
"3457","FDE24","OUT049",1614.78693333333
"3458","FDW22","OUT045",5764.4964
"3459","DRD01","OUT027",2200.13693860305
"3460","NCZ18","OUT027",2200.13693860305
"3461","FDN49","OUT045",585.904
"3462","FDR22","OUT035",2181.1608
"3463","FDV08","OUT019",2200.13693860305
"3464","FDY39","OUT046",4594.02
"3465","FDV36","OUT049",3099.299
"3466","FDO60","OUT045",691.4333
"3467","FDU04","OUT027",2200.13693860305
"3468","FDR20","OUT027",2200.13693860305
"3469","FDW19","OUT019",219.714
"3470","FDU40","OUT049",2712.4692
"3471","FDK15","OUT045",1488.063
"3472","DRF15","OUT035",765.67
"3473","FDQ25","OUT017",2155.5275
"3474","FDI48","OUT019",2200.13693860305
"3475","FDS49","OUT046",1473.0825
"3476","FDV22","OUT046",2933.68125
"3477","NCV42","OUT046",1989.4104
"3478","FDX26","OUT046",3238.1183
"3479","FDI33","OUT018",2200.13693860305
"3480","FDZ14","OUT049",1817.634
"3481","FDG10","OUT013",572.588
"3482","FDM38","OUT018",2200.13693860305
"3483","FDG26","OUT027",2200.13693860305
"3484","FDH46","OUT035",1435.4648
"3485","FDN13","OUT018",2200.13693860305
"3486","FDU57","OUT035",2407.5328
"3487","NCI06","OUT046",4613.994
"3488","FDM38","OUT045",1262.3568
"3489","NCG42","OUT010",2200.13693860305
"3490","FDL39","OUT045",3157.5565
"3491","FDT31","OUT019",2200.13693860305
"3492","FDV59","OUT013",4354.332
"3493","FDB49","OUT035",1839.38346666667
"3494","FDD58","OUT049",1373.2125
"3495","DRN59","OUT046",636.948666666667
"3496","FDX48","OUT049",1390.1904
"3497","FDQ11","OUT049",3726.4826
"3498","FDY12","OUT049",657.8104
"3499","FDQ11","OUT045",3726.4826
"3500","DRI11","OUT017",1919.72333333333
"3501","FDY32","OUT027",2200.13693860305
"3502","FDS51","OUT045",588.2343
"3503","FDR19","OUT010",2200.13693860305
"3504","DRB13","OUT018",2200.13693860305
"3505","FDS21","OUT035",743.0328
"3506","FDQ40","OUT045",3093.57312
"3507","NCE55","OUT013",2117.244
"3508","FDX43","OUT027",2200.13693860305
"3509","FDS12","OUT049",2936.178
"3510","DRK01","OUT027",2200.13693860305
"3511","FDN25","OUT017",438.984133333333
"3512","FDB60","OUT046",3499.4448
"3513","FDQ13","OUT017",1300.3074
"3514","DRK13","OUT045",3819.3617
"3515","DRF25","OUT018",2200.13693860305
"3516","NCD42","OUT019",2200.13693860305
"3517","FDW25","OUT045",1086.5856
"3518","NCV29","OUT027",2200.13693860305
"3519","NCK42","OUT035",2948.1624
"3520","DRJ13","OUT027",2200.13693860305
"3521","DRD15","OUT017",3253.0988
"3522","FDM27","OUT045",2445.8163
"3523","FDZ50","OUT018",2200.13693860305
"3524","FDC04","OUT046",2658.5394
"3525","FDF50","OUT049",2956.152
"3526","FDP15","OUT045",2200.13693860305
"3527","FDK46","OUT035",4673.916
"3528","FDZ56","OUT018",2200.13693860305
"3529","FDY60","OUT049",2444.8176
"3530","FDB10","OUT035",3072.667
"3531","FDR57","OUT045",2121.2388
"3532","FDU58","OUT049",2806.347
"3533","FDH02","OUT046",664.024533333333
"3534","FDP48","OUT013",3967.05833333333
"3535","FDI46","OUT035",3691.1952
"3536","FDW56","OUT013",4489.71133333333
"3537","NCM19","OUT010",2200.13693860305
"3538","FDS50","OUT027",2200.13693860305
"3539","FDK24","OUT013",905.488
"3540","FDO36","OUT017",3235.788
"3541","FDK45","OUT027",2200.13693860305
"3542","NCL05","OUT045",508.50475
"3543","FDL32","OUT018",2200.13693860305
"3544","FDA28","OUT049",2432.8332
